ID,Data,Ano,Rodada,Equipe_mandante,Equipe_visitante,Gols_mandante,Gols_visitante,Mandante_UF,Visitante_UF,Vencedor,Arena,OBS
2006.28.0277,08/10/2006,2006,28,Internacional,São Caetano,1,0,RS,SP,Mandante,Beira-Rio,
2006.28.0278,08/10/2006,2006,28,Goiás,Corinthians,3,1,GO,SP,Mandante,Serra Dourada,
2006.28.0279,08/10/2006,2006,28,Santos,Grêmio,1,0,SP,RS,Mandante,Vila Belmiro,
2006.28.0280,08/10/2006,2006,28,Figueirense,Botafogo-RJ,1,0,SC,RJ,Mandante,Orlando Scarpelli,
2006.29.0281,14/10/2006,2006,29,Cruzeiro,Fortaleza,0,0,MG,CE,Empate,Independência,
2006.29.0282,14/10/2006,2006,29,São Paulo,Juventude,5,0,SP,RS,Mandante,Morumbi,
2006.29.0283,14/10/2006,2006,29,Botafogo-RJ,Santos,4,3,RJ,SP,Mandante,Maracanã,
2006.29.0284,14/10/2006,2006,29,São Caetano,Grêmio,0,2,SP,RS,Visitante,Anacleto Campanella,
2006.29.0285,15/10/2006,2006,29,Paraná,Goiás,1,0,PR,GO,Mandante,Durival de Brito,
2006.29.0286,15/10/2006,2006,29,Flamengo,Corinthians,3,0,RJ,SP,Mandante,Maracanã,
2006.29.0287,15/10/2006,2006,29,Internacional,Fluminense,2,0,RS,RJ,Mandante,Beira-Rio,
2006.29.0288,15/10/2006,2006,29,Figueirense,Ponte Preta,2,1,SC,SP,Mandante,Orlando Scarpelli,
2006.29.0289,15/10/2006,2006,29,Palmeiras,Athletico-PR,2,2,SP,PR,Empate,Parque Antártica,
2006.29.0290,15/10/2006,2006,29,Santa Cruz,Vasco,0,4,PE,RJ,Visitante,Arruda,
2006.30.0291,18/10/2006,2006,30,Vasco,Palmeiras,3,0,RJ,SP,Mandante,São Januário,
2006.30.0292,21/10/2006,2006,30,Goiás,Santa Cruz,5,3,GO,PE,Mandante,Serra Dourada,
2006.30.0293,21/10/2006,2006,30,Santos,Figueirense,2,1,SP,SC,Mandante,Vila Belmiro,
2006.30.0294,21/10/2006,2006,30,Ponte Preta,Internacional,0,2,SP,RS,Visitante,Moisés Lucarelli,
2006.30.0295,22/10/2006,2006,30,Grêmio,São Paulo,1,1,RS,SP,Empate,Olímpico,
2006.30.0296,22/10/2006,2006,30,Paraná,Flamengo,0,2,PR,RJ,Visitante,Durival de Brito,
2006.30.0297,22/10/2006,2006,30,Fortaleza,Athletico-PR,3,4,CE,PR,Visitante,Presidente Vargas,
2006.30.0298,22/10/2006,2006,30,Corinthians,Cruzeiro,1,0,SP,MG,Mandante,Pacaembu,
2006.30.0299,22/10/2006,2006,30,Botafogo-RJ,São Caetano,2,1,RJ,SP,Mandante,Maracanã,
2006.30.0300,22/10/2006,2006,30,Juventude,Fluminense,1,1,RS,RJ,Empate,Alfredo Jaconi,
2006.31.0301,25/10/2006,2006,31,Corinthians,Palmeiras,1,0,SP,SP,Mandante,Morumbi,
2006.31.0302,26/10/2006,2006,31,Vasco,Flamengo,3,1,RJ,RJ,Mandante,Maracanã,
2006.31.0303,26/10/2006,2006,31,Fluminense,Grêmio,1,2,RJ,RS,Visitante,Raulino de Oliveira,
2006.31.0304,26/10/2006,2006,31,Internacional,Juventude,1,0,RS,RS,Mandante,Beira-Rio,
2006.31.0305,26/10/2006,2006,31,Santa Cruz,Fortaleza,0,1,PE,CE,Visitante,Arruda,
2006.31.0306,28/10/2006,2006,31,Athletico-PR,Paraná,4,0,PR,PR,Mandante,Arena da Baixada,
2006.31.0307,28/10/2006,2006,31,Figueirense,São Paulo,0,2,SC,SP,Visitante,Orlando Scarpelli,
2006.31.0308,28/10/2006,2006,31,Ponte Preta,Botafogo-RJ,1,2,SP,RJ,Visitante,Moisés Lucarelli,
2006.31.0309,28/10/2006,2006,31,Goiás,Cruzeiro,2,3,GO,MG,Visitante,Serra Dourada,
2006.31.0310,28/10/2006,2006,31,Santos,São Caetano,1,0,SP,SP,Mandante,Vila Belmiro,
2006.32.0311,01/11/2006,2006,32,Athletico-PR,Vasco,6,4,PR,RJ,Mandante,Arena da Baixada,
2006.32.0312,01/11/2006,2006,32,Palmeiras,Goiás,1,3,SP,GO,Visitante,Parque Antártica,
2006.32.0313,01/11/2006,2006,32,Flamengo,Santa Cruz,1,1,RJ,PE,Empate,Maracanã,
2006.32.0314,01/11/2006,2006,32,Grêmio,Figueirense,1,2,RS,SC,Visitante,Olímpico,
2006.32.0315,01/11/2006,2006,32,Fortaleza,Corinthians,0,4,CE,SP,Visitante,Castelão,
2006.32.0316,01/11/2006,2006,32,Juventude,Santos,3,2,RS,SP,Mandante,Alfredo Jaconi,
2006.32.0317,01/11/2006,2006,32,São Caetano,Fluminense,1,1,SP,RJ,Empate,Anacleto Campanella,
2006.32.0318,02/11/2006,2006,32,Botafogo-RJ,Internacional,0,1,RJ,RS,Visitante,Maracanã,
2006.32.0319,02/11/2006,2006,32,São Paulo,Ponte Preta,1,1,SP,SP,Empate,Morumbi,
2006.32.0320,02/11/2006,2006,32,Cruzeiro,Paraná,2,2,MG,PR,Empate,Mineirão,
2006.33.0321,04/11/2006,2006,33,Figueirense,Juventude,1,0,SC,RS,Mandante,Orlando Scarpelli,
2006.33.0322,04/11/2006,2006,33,Flamengo,Athletico-PR,1,0,RJ,PR,Mandante,Maracanã,
2006.33.0323,05/11/2006,2006,33,Cruzeiro,Vasco,2,1,MG,RJ,Mandante,Mineirão,
2006.33.0324,05/11/2006,2006,33,Santos,São Paulo,0,1,SP,SP,Visitante,Vila Belmiro,
2006.33.0325,05/11/2006,2006,33,Ponte Preta,São Caetano,1,2,SP,SP,Visitante,Moisés Lucarelli,
2006.33.0326,05/11/2006,2006,33,Grêmio,Internacional,0,1,RS,RS,Visitante,Olímpico,
2006.33.0327,05/11/2006,2006,33,Fortaleza,Goiás,0,3,CE,GO,Visitante,Castelão,
2006.33.0328,05/11/2006,2006,33,Corinthians,Santa Cruz,1,0,SP,PE,Mandante,Pacaembu,
2006.33.0329,05/11/2006,2006,33,Botafogo-RJ,Fluminense,2,1,RJ,RJ,Mandante,Maracanã,
2006.33.0330,05/11/2006,2006,33,Paraná,Palmeiras,4,2,PR,SP,Mandante,Durival de Brito,
2006.34.0331,08/11/2006,2006,34,Vasco,Paraná,3,1,RJ,PR,Mandante,São Januário,
2006.34.0332,08/11/2006,2006,34,São Caetano,Figueirense,3,1,SP,SC,Mandante,Anacleto Campanella,
2006.34.0333,08/11/2006,2006,34,Juventude,Grêmio,1,2,RS,RS,Visitante,Alfredo Jaconi,
2006.34.0334,08/11/2006,2006,34,Palmeiras,Fortaleza,3,0,SP,CE,Mandante,Parque Antártica,
2006.34.0335,08/11/2006,2006,34,Internacional,Santos,0,0,RS,SP,Empate,Beira-Rio,
2006.34.0336,08/11/2006,2006,34,Athletico-PR,Corinthians,1,2,PR,SP,Visitante,Arena da Baixada,
2006.34.0337,08/11/2006,2006,34,Goiás,Flamengo,0,1,GO,RJ,Visitante,Serra Dourada,
2006.34.0338,09/11/2006,2006,34,Fluminense,Ponte Preta,0,0,RJ,SP,Empate,Maracanã,
2006.34.0339,09/11/2006,2006,34,São Paulo,Botafogo-RJ,3,0,SP,RJ,Mandante,Morumbi,
2006.34.0340,09/11/2006,2006,34,Santa Cruz,Cruzeiro,4,1,PE,MG,Mandante,Arruda,
2006.35.0341,11/11/2006,2006,35,Santos,Paraná,1,0,SP,PR,Mandante,Vila Belmiro,
2006.35.0342,11/11/2006,2006,35,Internacional,Fortaleza,3,0,RS,CE,Mandante,Beira-Rio,
2006.35.0343,11/11/2006,2006,35,Vasco,Juventude,1,1,RJ,RS,Empate,São Januário,
2006.35.0344,12/11/2006,2006,35,Fluminense,Cruzeiro,1,0,RJ,MG,Mandante,Maracanã,
2006.35.0345,12/11/2006,2006,35,Figueirense,Corinthians,0,0,SC,SP,Empate,Orlando Scarpelli,
2006.35.0346,12/11/2006,2006,35,Ponte Preta,Flamengo,3,0,SP,RJ,Mandante,Moisés Lucarelli,
2006.35.0347,12/11/2006,2006,35,Goiás,São Paulo,0,2,GO,SP,Visitante,Serra Dourada,
2006.35.0348,12/11/2006,2006,35,Athletico-PR,Grêmio,2,3,PR,RS,Visitante,Arena da Baixada,
2006.35.0349,12/11/2006,2006,35,Palmeiras,Botafogo-RJ,2,1,SP,RJ,Mandante,Parque Antártica,
2006.35.0350,12/11/2006,2006,35,Santa Cruz,São Caetano,0,3,PE,SP,Visitante,Arruda,
2006.36.0351,18/11/2006,2006,36,Grêmio,Santa Cruz,3,1,RS,PE,Mandante,Olímpico,
2006.36.0352,18/11/2006,2006,36,Flamengo,Figueirense,0,2,RJ,SC,Visitante,Maracanã,
2006.36.0353,18/11/2006,2006,36,Corinthians,Fluminense,1,1,SP,RJ,Empate,Pacaembu,
2006.36.0354,19/11/2006,2006,36,Paraná,Internacional,1,0,PR,RS,Mandante,Durival de Brito,
2006.36.0355,19/11/2006,2006,36,São Caetano,Vasco,0,1,SP,RJ,Visitante,Anacleto Campanella,
2006.36.0356,19/11/2006,2006,36,Juventude,Palmeiras,3,2,RS,SP,Mandante,Alfredo Jaconi,
2006.36.0357,19/11/2006,2006,36,Botafogo-RJ,Goiás,2,2,RJ,GO,Empate,Maracanã,
2006.36.0358,19/11/2006,2006,36,Cruzeiro,Santos,1,1,MG,SP,Empate,Mineirão,
2006.36.0359,19/11/2006,2006,36,Fortaleza,Ponte Preta,1,0,CE,SP,Mandante,Presidente Vargas,
2006.36.0360,19/11/2006,2006,36,São Paulo,Athletico-PR,1,1,SP,PR,Empate,Morumbi,
2006.37.0361,26/11/2006,2006,37,Botafogo-RJ,Corinthians,0,0,RJ,SP,Empate,Maracanã,
2006.37.0362,26/11/2006,2006,37,Juventude,Fortaleza,2,2,RS,CE,Empate,Alfredo Jaconi,
2006.37.0363,26/11/2006,2006,37,Grêmio,Flamengo,3,0,RS,RJ,Mandante,Olímpico,
2006.37.0364,26/11/2006,2006,37,Athletico-PR,Figueirense,1,4,PR,SC,Visitante,Durival de Brito,
2006.37.0365,26/11/2006,2006,37,São Caetano,Paraná,0,2,SP,PR,Visitante,Anacleto Campanella,
2006.37.0366,26/11/2006,2006,37,Vasco,Santos,1,1,RJ,SP,Empate,São Januário,
2006.37.0367,26/11/2006,2006,37,Goiás,Ponte Preta,3,0,GO,SP,Mandante,Serra Dourada,
2006.37.0368,26/11/2006,2006,37,São Paulo,Cruzeiro,2,0,SP,MG,Mandante,Morumbi,
2006.37.0369,26/11/2006,2006,37,Santa Cruz,Fluminense,1,2,PE,RJ,Visitante,Arruda,
2006.37.0370,26/11/2006,2006,37,Palmeiras,Internacional,1,4,SP,RS,Visitante,Parque Antártica,
2006.38.0371,02/12/2006,2006,38,Internacional,Goiás,1,4,RS,GO,Visitante,Beira-Rio,
2006.38.0372,02/12/2006,2006,38,Flamengo,São Caetano,4,1,RJ,SP,Mandante,Raulino de Oliveira,
2006.38.0373,03/12/2006,2006,38,Fluminense,Palmeiras,1,1,RJ,SP,Empate,Maracanã,
2006.38.0374,03/12/2006,2006,38,Paraná,São Paulo,0,0,PR,SP,Empate,Durival de Brito,
2006.38.0375,03/12/2006,2006,38,Figueirense,Vasco,0,0,SC,RJ,Empate,Orlando Scarpelli,
2006.38.0376,03/12/2006,2006,38,Cruzeiro,Botafogo-RJ,3,1,MG,RJ,Mandante,Mineirão,
2006.38.0377,03/12/2006,2006,38,Ponte Preta,Athletico-PR,1,1,SP,PR,Empate,Moisés Lucarelli,
2006.38.0378,03/12/2006,2006,38,Corinthians,Juventude,5,3,SP,RS,Mandante,Pacaembu,
2006.38.0379,03/12/2006,2006,38,Fortaleza,Grêmio,1,0,CE,RS,Mandante,Presidente Vargas,
2006.38.0380,03/12/2006,2006,38,Santos,Santa Cruz,3,1,SP,PE,Mandante,Vila Belmiro,
2007.01.0001,12/05/2007,2007,1,Figueirense,Athletico-PR,3,6,SC,PR,Visitante,Orlando Scarpelli,
2007.01.0002,12/05/2007,2007,1,São Paulo,Goiás,2,0,SP,GO,Mandante,Morumbi,
2007.01.0003,12/05/2007,2007,1,Fluminense,Cruzeiro,2,2,RJ,MG,Empate,Maracanã,
2007.01.0004,13/05/2007,2007,1,Flamengo,Palmeiras,2,4,RJ,SP,Visitante,Maracanã,
2007.01.0005,13/05/2007,2007,1,Internacional,Botafogo-RJ,2,3,RS,RJ,Visitante,Beira-Rio,
2007.01.0006,13/05/2007,2007,1,Paraná,Grêmio,3,0,PR,RS,Mandante,Durival de Brito,
2007.01.0007,13/05/2007,2007,1,Atlético-MG,Náutico,2,1,MG,PE,Mandante,Mineirão,
2007.01.0008,13/05/2007,2007,1,Corinthians,Juventude,1,0,SP,RS,Mandante,Morumbi,
2007.01.0009,13/05/2007,2007,1,América-RN,Vasco,0,1,RN,RJ,Visitante,Machadão,
2007.01.0010,13/05/2007,2007,1,Sport,Santos,4,1,PE,SP,Mandante,Ilha do Retiro,
2007.02.0011,19/05/2007,2007,2,Juventude,Paraná,1,2,RS,PR,Visitante,Alfredo Jaconi,
2007.02.0012,19/05/2007,2007,2,Athletico-PR,Internacional,2,1,PR,RS,Mandante,Arena da Baixada,
2007.02.0013,19/05/2007,2007,2,Santos,América-RN,2,3,SP,RN,Visitante,Vila Belmiro,
2007.02.0014,20/05/2007,2007,2,Cruzeiro,Corinthians,0,3,MG,SP,Visitante,Mineirão,
2007.02.0015,20/05/2007,2007,2,Goiás,Flamengo,1,3,GO,RJ,Visitante,Serra Dourada,
2007.02.0016,20/05/2007,2007,2,Palmeiras,Figueirense,2,1,SP,SC,Mandante,Parque Antártica,
2007.02.0017,20/05/2007,2007,2,Botafogo-RJ,Atlético-MG,2,1,RJ,MG,Mandante,Maracanã,
2007.02.0018,20/05/2007,2007,2,Grêmio,Fluminense,2,0,RS,RJ,Mandante,Olímpico,
2007.02.0019,20/05/2007,2007,2,Náutico,São Paulo,1,0,PE,SP,Mandante,Aflitos,
2007.02.0020,20/05/2007,2007,2,Vasco,Sport,3,1,RJ,PE,Mandante,São Januário,
2007.03.0021,26/05/2007,2007,3,América-RN,Figueirense,0,1,RN,SC,Visitante,Machadão,
