ID,Data,Ano,Rodada,Equipe_mandante,Equipe_visitante,Gols_mandante,Gols_visitante,Mandante_UF,Visitante_UF,Vencedor,Arena,OBS
2009.11.0105,15/07/2009,2009,11,Flamengo,Palmeiras,1,2,RJ,SP,Visitante,Maracanã,
2009.11.0106,15/07/2009,2009,11,Internacional,Fluminense,4,2,RS,RJ,Mandante,Beira-Rio,
2009.11.0107,16/07/2009,2009,11,Atlético-MG,São Paulo,2,0,MG,SP,Mandante,Mineirão,
2009.11.0108,16/07/2009,2009,11,Corinthians,Sport,4,3,SP,PE,Mandante,Pacaembu,
2009.11.0109,16/07/2009,2009,11,Náutico,Vitória,1,1,PE,BA,Empate,Aflitos,
2009.12.0110,18/07/2009,2009,12,Fluminense,Goiás,1,4,RJ,GO,Visitante,Maracanã,
2009.12.0111,18/07/2009,2009,12,Palmeiras,Santo André,1,0,SP,SP,Mandante,Palestra Itália,
2009.12.0112,19/07/2009,2009,12,Grêmio,Internacional,2,1,RS,RS,Mandante,Olímpico,
2009.12.0113,19/07/2009,2009,12,São Paulo,Santos,2,1,SP,SP,Mandante,Morumbi,
2009.12.0114,19/07/2009,2009,12,Athletico-PR,Coritiba,0,0,PR,PR,Empate,Arena da Baixada,
2009.12.0115,19/07/2009,2009,12,Vitória,Atlético-MG,0,0,ES,MG,Empate,Barradão,
2009.12.0116,19/07/2009,2009,12,Cruzeiro,Corinthians,1,2,MG,SP,Visitante,Mineirão,
2009.12.0117,19/07/2009,2009,12,Barueri,Náutico,4,0,SP,PE,Mandante,Arena Barueri,
2009.12.0118,19/07/2009,2009,12,Sport,Avaí,1,3,PE,SC,Visitante,Ilha do Retiro,
2009.12.0119,19/07/2009,2009,12,Botafogo-RJ,Flamengo,2,2,RJ,RJ,Empate,Maracanã,
2009.13.0120,22/07/2009,2009,13,Flamengo,Barueri,1,1,RJ,SP,Empate,Maracanã,
2009.13.0121,22/07/2009,2009,13,Santo André,Cruzeiro,0,2,SP,MG,Visitante,Bruno José Daniel,
2009.13.0122,22/07/2009,2009,13,Avaí,Grêmio,1,0,SC,RS,Mandante,Ressacada,
2009.13.0123,22/07/2009,2009,13,Santos,Athletico-PR,1,0,SP,PR,Mandante,Vila Belmiro,
2009.13.0124,22/07/2009,2009,13,Goiás,Palmeiras,2,1,GO,SP,Mandante,Serra Dourada,
2009.13.0125,22/07/2009,2009,13,Internacional,São Paulo,2,2,RS,SP,Empate,Beira-Rio,
2009.13.0126,22/07/2009,2009,13,Náutico,Botafogo-RJ,2,2,PE,RJ,Empate,Aflitos,
2009.13.0127,23/07/2009,2009,13,Atlético-MG,Fluminense,2,1,MG,RJ,Mandante,Mineirão,
2009.13.0128,23/07/2009,2009,13,Coritiba,Sport,1,1,PR,PE,Empate,Couto Pereira,
2009.13.0129,23/07/2009,2009,13,Corinthians,Vitória,2,1,SP,BA,Mandante,Pacaembu,
2009.14.0130,25/07/2009,2009,14,Grêmio,Santo André,3,2,RS,SP,Mandante,Olímpico,
2009.14.0131,25/07/2009,2009,14,Athletico-PR,Avaí,1,3,PR,SC,Visitante,Arena da Baixada,
2009.14.0132,25/07/2009,2009,14,Botafogo-RJ,Internacional,3,2,RJ,RS,Mandante,Engenhão,
2009.14.0133,26/07/2009,2009,14,Santos,Flamengo,1,2,SP,RJ,Visitante,Vila Belmiro,
2009.14.0134,26/07/2009,2009,14,Corinthians,Palmeiras,0,3,SP,SP,Visitante,Eduardo José Farah,
2009.14.0135,26/07/2009,2009,14,Atlético-MG,Goiás,0,1,MG,GO,Visitante,Mineirão,
2009.14.0136,26/07/2009,2009,14,Sport,Náutico,3,3,PE,PE,Empate,Ilha do Retiro,
2009.14.0137,26/07/2009,2009,14,Fluminense,Cruzeiro,1,1,RJ,MG,Empate,Maracanã,
2009.14.0138,26/07/2009,2009,14,Vitória,Coritiba,1,0,ES,PR,Mandante,Barradão,
2009.14.0139,26/07/2009,2009,14,Barueri,São Paulo,1,2,SP,SP,Visitante,Arena Barueri,
2009.15.0140,29/07/2009,2009,15,Náutico,Santos,1,2,PE,SP,Visitante,Aflitos,
2009.15.0141,29/07/2009,2009,15,Coritiba,Botafogo-RJ,2,2,PR,RJ,Empate,Couto Pereira,
2009.15.0142,29/07/2009,2009,15,Goiás,Athletico-PR,3,0,GO,PR,Mandante,Serra Dourada,
2009.15.0143,29/07/2009,2009,15,Internacional,Barueri,3,2,RS,SP,Mandante,Beira-Rio,
2009.15.0144,29/07/2009,2009,15,Cruzeiro,Sport,1,0,MG,PE,Mandante,Mineirão,
2009.15.0145,29/07/2009,2009,15,Santo André,Corinthians,1,1,SP,SP,Empate,Teixeirão,
2009.15.0146,29/07/2009,2009,15,Palmeiras,Fluminense,1,0,SP,RJ,Mandante,Palestra Itália,
2009.15.0147,30/07/2009,2009,15,Avaí,Vitória,4,0,SC,BA,Mandante,Ressacada,
2009.15.0148,30/07/2009,2009,15,Flamengo,Atlético-MG,3,1,RJ,MG,Mandante,Maracanã,
2009.15.0149,30/07/2009,2009,15,São Paulo,Grêmio,2,1,SP,RS,Mandante,Morumbi,
2009.16.0150,01/08/2009,2009,16,Sport,Palmeiras,0,1,PE,SP,Visitante,Ilha do Retiro,
2009.16.0151,01/08/2009,2009,16,Botafogo-RJ,Barueri,2,1,RJ,SP,Mandante,Engenhão,
2009.16.0152,02/08/2009,2009,16,Flamengo,Náutico,1,1,RJ,PE,Empate,Maracanã,
2009.16.0153,02/08/2009,2009,16,Corinthians,Avaí,0,0,SP,SC,Empate,Pacaembu,
2009.16.0154,02/08/2009,2009,16,Vitória,São Paulo,0,1,ES,SP,Visitante,Barradão,
2009.16.0155,02/08/2009,2009,16,Athletico-PR,Fluminense,1,0,PR,RJ,Mandante,Estádio do Café,
2009.16.0156,02/08/2009,2009,16,Santo André,Goiás,1,2,SP,GO,Visitante,Anacleto Campanella,
2009.16.0157,02/08/2009,2009,16,Grêmio,Cruzeiro,4,1,RS,MG,Mandante,Olímpico,
2009.16.0158,02/08/2009,2009,16,Atlético-MG,Coritiba,3,2,MG,PR,Mandante,Mineirão,
2009.17.0159,05/08/2009,2009,17,Cruzeiro,Athletico-PR,0,2,MG,PR,Visitante,Mineirão,
2009.17.0160,05/08/2009,2009,17,Avaí,Santo André,1,0,SC,SP,Mandante,Ressacada,
2009.17.0161,05/08/2009,2009,17,São Paulo,Botafogo-RJ,3,1,SP,RJ,Mandante,Morumbi,
2009.17.0162,05/08/2009,2009,17,Náutico,Corinthians,1,0,PE,SP,Mandante,Aflitos,
2009.17.0163,05/08/2009,2009,17,Coritiba,Santos,0,1,PR,SP,Visitante,Olímpico Regional,
2009.17.0164,05/08/2009,2009,17,Goiás,Flamengo,3,2,GO,RJ,Mandante,Serra Dourada,
2009.17.0165,06/08/2009,2009,17,Palmeiras,Grêmio,1,1,SP,RS,Empate,Palestra Itália,
2009.17.0166,06/08/2009,2009,17,Fluminense,Sport,5,1,RJ,PE,Mandante,Maracanã,
2009.17.0167,06/08/2009,2009,17,Barueri,Vitória,4,0,SP,BA,Mandante,Arena Barueri,
2009.18.0168,08/08/2009,2009,18,Santos,Avaí,2,2,SP,SC,Empate,Vila Belmiro,
2009.18.0169,08/08/2009,2009,18,Náutico,Santo André,2,1,PE,SP,Mandante,Luiz Lacerda,
2009.18.0170,08/08/2009,2009,18,Botafogo-RJ,Athletico-PR,0,1,RJ,PR,Visitante,Engenhão,
2009.18.0171,09/08/2009,2009,18,Flamengo,Corinthians,1,0,RJ,SP,Mandante,Maracanã,
2009.18.0172,09/08/2009,2009,18,Vitória,Fluminense,2,2,ES,RJ,Empate,Barradão,
2009.18.0173,09/08/2009,2009,18,Coritiba,Cruzeiro,1,3,PR,MG,Visitante,Couto Pereira,
2009.18.0174,09/08/2009,2009,18,São Paulo,Goiás,3,1,SP,GO,Mandante,Morumbi,
2009.18.0175,09/08/2009,2009,18,Barueri,Grêmio,1,0,SP,RS,Mandante,Arena Barueri,
2009.18.0176,10/08/2009,2009,18,Internacional,Sport,3,0,RS,PE,Mandante,Beira-Rio,
2009.18.0177,12/08/2009,2009,18,Atlético-MG,Palmeiras,1,1,MG,SP,Empate,Mineirão,
2009.19.0178,15/08/2009,2009,19,Avaí,Náutico,2,1,SC,PE,Mandante,Ressacada,
2009.19.0179,15/08/2009,2009,19,Santo André,Internacional,0,2,SP,RS,Visitante,Bruno José Daniel,
2009.19.0180,15/08/2009,2009,19,Palmeiras,Botafogo-RJ,1,1,SP,RJ,Empate,Palestra Itália,
2009.19.0181,16/08/2009,2009,19,Fluminense,Coritiba,1,3,RJ,PR,Visitante,Maracanã,
2009.19.0182,16/08/2009,2009,19,Grêmio,Flamengo,4,1,RS,RJ,Mandante,Olímpico,
2009.19.0183,16/08/2009,2009,19,Corinthians,Atlético-MG,2,0,SP,MG,Mandante,Pacaembu,
2009.19.0184,16/08/2009,2009,19,Sport,São Paulo,1,2,PE,SP,Visitante,Ilha do Retiro,
2009.19.0185,16/08/2009,2009,19,Goiás,Vitória,3,2,GO,BA,Mandante,Serra Dourada,
2009.19.0186,16/08/2009,2009,19,Athletico-PR,Barueri,3,0,PR,SP,Mandante,Arena da Baixada,
2009.19.0187,16/08/2009,2009,19,Cruzeiro,Santos,0,0,MG,SP,Empate,Mineirão,
2009.20.0188,19/08/2009,2009,20,Santos,Grêmio,1,0,SP,RS,Mandante,Vila Belmiro,
2009.20.0189,19/08/2009,2009,20,Vitória,Athletico-PR,2,1,ES,PR,Mandante,Barradão,
2009.20.0190,19/08/2009,2009,20,Botafogo-RJ,Santo André,1,2,RJ,SP,Visitante,Engenhão,
2009.20.0191,19/08/2009,2009,20,Barueri,Sport,2,1,SP,PE,Mandante,Arena Barueri,
2009.20.0192,19/08/2009,2009,20,São Paulo,Fluminense,1,0,SP,RJ,Mandante,Morumbi,
2009.20.0193,19/08/2009,2009,20,Coritiba,Palmeiras,1,0,PR,SP,Mandante,Couto Pereira,
2009.20.0194,19/08/2009,2009,20,Internacional,Corinthians,1,2,RS,SP,Visitante,Beira-Rio,
2009.20.0195,20/08/2009,2009,20,Flamengo,Cruzeiro,1,2,RJ,MG,Visitante,Maracanã,
2009.20.0196,20/08/2009,2009,20,Náutico,Goiás,2,0,PE,GO,Mandante,Aflitos,
2009.20.0197,20/08/2009,2009,20,Atlético-MG,Avaí,2,2,MG,SC,Empate,Mineirão,
2009.21.0198,22/08/2009,2009,21,Palmeiras,Internacional,2,1,SP,RS,Mandante,Palestra Itália,
2009.21.0199,22/08/2009,2009,21,Santo André,Coritiba,1,0,SP,PR,Mandante,Bruno José Daniel,
2009.21.0200,22/08/2009,2009,21,Sport,Vitória,2,0,PE,BA,Mandante,Ilha do Retiro,
2009.21.0201,23/08/2009,2009,21,Corinthians,Botafogo-RJ,3,3,SP,RJ,Empate,Pacaembu,
2009.21.0202,23/08/2009,2009,21,Athletico-PR,São Paulo,1,0,PR,SP,Mandante,Arena da Baixada,
2009.21.0203,23/08/2009,2009,21,Grêmio,Atlético-MG,4,1,RS,MG,Mandante,Olímpico,
2009.21.0204,23/08/2009,2009,21,Fluminense,Barueri,0,0,RJ,SP,Empate,Maracanã,
2009.21.0205,23/08/2009,2009,21,Goiás,Santos,2,1,GO,SP,Mandante,Serra Dourada,
2009.21.0206,23/08/2009,2009,21,Cruzeiro,Náutico,4,2,MG,PE,Mandante,Mineirão,
2009.21.0207,23/08/2009,2009,21,Avaí,Flamengo,3,0,SC,RJ,Mandante,Ressacada,
2009.16.0208,26/08/2009,2009,16,Santos,Internacional,3,3,SP,RS,Empate,Vila Belmiro,
2009.22.0209,26/08/2009,2009,22,Barueri,Corinthians,2,2,SP,SP,Empate,Arena Barueri,
2009.11.0210,27/08/2009,2009,11,Botafogo-RJ,Cruzeiro,1,1,RJ,MG,Empate,Engenhão,
2009.22.0211,29/08/2009,2009,22,Coritiba,Avaí,2,0,PR,SC,Mandante,Couto Pereira,
2009.22.0212,29/08/2009,2009,22,Flamengo,Santo André,3,0,RJ,SP,Mandante,Maracanã,
2009.22.0213,29/08/2009,2009,22,Náutico,Athletico-PR,3,0,PE,PR,Mandante,Aflitos,
2009.22.0214,30/08/2009,2009,22,São Paulo,Palmeiras,0,0,SP,SP,Empate,Morumbi,
2009.22.0215,30/08/2009,2009,22,Santos,Fluminense,2,0,SP,RJ,Mandante,Vila Belmiro,
2009.22.0216,30/08/2009,2009,22,Atlético-MG,Sport,1,1,MG,PE,Empate,Mineirão,
2009.22.0217,30/08/2009,2009,22,Vitória,Cruzeiro,3,3,ES,MG,Empate,Barradão,
2009.22.0218,30/08/2009,2009,22,Internacional,Goiás,4,0,RS,GO,Mandante,Beira-Rio,
2009.22.0219,30/08/2009,2009,22,Botafogo-RJ,Grêmio,3,3,RJ,RS,Empate,Engenhão,
2009.17.0220,02/09/2009,2009,17,Internacional,Atlético-MG,3,0,RS,MG,Mandante,Beira-Rio,
2009.23.0221,02/09/2009,2009,23,Corinthians,Santos,2,1,SP,SP,Mandante,Pacaembu,
2009.23.0222,05/09/2009,2009,23,Palmeiras,Barueri,2,1,SP,SP,Mandante,Palestra Itália,
2009.23.0223,05/09/2009,2009,23,Grêmio,Vitória,1,1,RS,BA,Empate,Olímpico,
2009.23.0224,05/09/2009,2009,23,Sport,Botafogo-RJ,2,1,PE,RJ,Mandante,Ilha do Retiro,
2009.23.0225,06/09/2009,2009,23,Athletico-PR,Flamengo,0,0,PR,RJ,Empate,Arena da Baixada,
2009.23.0226,06/09/2009,2009,23,Cruzeiro,São Paulo,1,2,MG,SP,Visitante,Mineirão,
2009.23.0227,06/09/2009,2009,23,Goiás,Coritiba,2,2,GO,PR,Empate,Serra Dourada,
2009.23.0228,06/09/2009,2009,23,Avaí,Internacional,0,2,SC,RS,Visitante,Ressacada,
2009.23.0229,06/09/2009,2009,23,Fluminense,Náutico,1,1,RJ,PE,Empate,Maracanã,
2009.23.0230,06/09/2009,2009,23,Santo André,Atlético-MG,1,2,SP,MG,Visitante,Bruno José Daniel,
2009.24.0231,12/09/2009,2009,24,São Paulo,Avaí,2,0,SP,SC,Mandante,Morumbi,
2009.24.0232,12/09/2009,2009,24,Flamengo,Sport,3,0,RJ,PE,Mandante,Maracanã,
2009.24.0233,13/09/2009,2009,24,Santos,Santo André,1,0,SP,SP,Mandante,Vila Belmiro,
2009.24.0234,13/09/2009,2009,24,Atlético-MG,Athletico-PR,2,1,MG,PR,Mandante,Mineirão,
2009.24.0235,13/09/2009,2009,24,Vitória,Palmeiras,3,2,ES,SP,Mandante,Barradão,
2009.24.0236,13/09/2009,2009,24,Internacional,Cruzeiro,2,3,RS,MG,Visitante,Beira-Rio,
2009.24.0237,13/09/2009,2009,24,Botafogo-RJ,Fluminense,0,0,RJ,RJ,Empate,Engenhão,
2009.24.0238,13/09/2009,2009,24,Náutico,Grêmio,0,2,PE,RS,Visitante,Aflitos,
2009.24.0239,13/09/2009,2009,24,Barueri,Goiás,3,1,SP,GO,Mandante,Arena Barueri,
2009.24.0240,16/09/2009,2009,24,Coritiba,Corinthians,1,1,PR,SP,Empate,Couto Pereira,
2009.25.0241,19/09/2009,2009,25,Athletico-PR,Sport,1,0,PR,PE,Mandante,Arena da Baixada,
2009.25.0242,19/09/2009,2009,25,Vitória,Internacional,2,0,ES,RS,Mandante,Barradão,
2009.25.0243,19/09/2009,2009,25,Náutico,Atlético-MG,0,0,PE,MG,Empate,Aflitos,
2009.25.0244,20/09/2009,2009,25,Grêmio,Fluminense,5,1,RS,RJ,Mandante,Olímpico,
2009.25.0245,20/09/2009,2009,25,Santo André,São Paulo,1,1,SP,SP,Empate,Santa Cruz,
2009.25.0246,20/09/2009,2009,25,Avaí,Barueri,4,0,SC,SP,Mandante,Ressacada,
2009.25.0247,20/09/2009,2009,25,Flamengo,Coritiba,3,0,RJ,PR,Mandante,Maracanã,
2009.25.0248,20/09/2009,2009,25,Santos,Botafogo-RJ,0,0,SP,RJ,Empate,Vila Belmiro,
2009.25.0249,20/09/2009,2009,25,Corinthians,Goiás,1,4,SP,GO,Visitante,Pacaembu,
2009.25.0250,23/09/2009,2009,25,Cruzeiro,Palmeiras,1,2,MG,SP,Visitante,Mineirão,
2009.26.0251,26/09/2009,2009,26,Palmeiras,Athletico-PR,2,1,SP,PR,Mandante,Palestra Itália,
2009.26.0252,26/09/2009,2009,26,Barueri,Cruzeiro,0,1,SP,MG,Visitante,Arena Barueri,
2009.26.0253,27/09/2009,2009,26,Internacional,Flamengo,0,0,RS,RJ,Empate,Beira-Rio,
2009.26.0254,27/09/2009,2009,26,São Paulo,Corinthians,1,1,SP,SP,Empate,Morumbi,
2009.26.0255,27/09/2009,2009,26,Coritiba,Náutico,2,0,PR,PE,Mandante,Couto Pereira,
2009.26.0256,27/09/2009,2009,26,Goiás,Grêmio,2,1,GO,RS,Mandante,Serra Dourada,
2009.26.0257,27/09/2009,2009,26,Fluminense,Avaí,3,2,RJ,SC,Mandante,Maracanã,
2009.26.0258,27/09/2009,2009,26,Atlético-MG,Santos,3,1,MG,SP,Mandante,Mineirão,
2009.26.0259,27/09/2009,2009,26,Botafogo-RJ,Vitória,1,3,RJ,BA,Visitante,Engenhão,
2009.26.0260,27/09/2009,2009,26,Sport,Santo André,2,1,PE,SP,Mandante,Ilha do Retiro,
2009.27.0261,30/09/2009,2009,27,Náutico,São Paulo,1,2,PE,SP,Visitante,Aflitos,
2009.27.0262,03/10/2009,2009,27,Santo André,Vitória,1,0,SP,BA,Mandante,Bruno José Daniel,
2009.27.0263,03/10/2009,2009,27,Corinthians,Athletico-PR,1,3,SP,PR,Visitante,Pacaembu,
2009.27.0264,03/10/2009,2009,27,Atlético-MG,Barueri,2,1,MG,SP,Mandante,Mineirão,
2009.27.0265,04/10/2009,2009,27,Santos,Palmeiras,1,3,SP,SP,Visitante,Vila Belmiro,
2009.27.0266,04/10/2009,2009,27,Grêmio,Sport,3,3,RS,PE,Empate,Olímpico,
2009.27.0267,04/10/2009,2009,27,Goiás,Botafogo-RJ,1,3,GO,RJ,Visitante,Serra Dourada,
2009.27.0268,04/10/2009,2009,27,Flamengo,Fluminense,2,0,RJ,RJ,Mandante,Maracanã,
2009.27.0269,04/10/2009,2009,27,Avaí,Cruzeiro,2,2,SC,MG,Empate,Ressacada,
2009.27.0270,04/10/2009,2009,27,Coritiba,Internacional,2,0,PR,RS,Mandante,Couto Pereira,
2009.28.0271,07/10/2009,2009,28,Sport,Santos,0,1,PE,SP,Visitante,Ilha do Retiro,
2009.28.0272,07/10/2009,2009,28,Barueri,Santo André,0,0,SP,SP,Empate,Arena Barueri,
2009.28.0273,07/10/2009,2009,28,Athletico-PR,Grêmio,0,0,PR,RS,Empate,Arena da Baixada,
2009.28.0274,07/10/2009,2009,28,São Paulo,Coritiba,2,2,SP,PR,Empate,Morumbi,
2009.28.0275,07/10/2009,2009,28,Vitória,Flamengo,3,3,ES,RJ,Empate,Barradão,
2009.28.0276,07/10/2009,2009,28,Fluminense,Corinthians,1,1,RJ,SP,Empate,Maracanã,
2009.28.0277,07/10/2009,2009,28,Internacional,Náutico,3,1,RS,PE,Mandante,Beira-Rio,
2009.28.0278,08/10/2009,2009,28,Cruzeiro,Goiás,3,0,MG,GO,Mandante,Mineirão,
2009.28.0279,08/10/2009,2009,28,Palmeiras,Avaí,2,2,SP,SC,Empate,Palestra Itália,
2009.28.0280,08/10/2009,2009,28,Botafogo-RJ,Atlético-MG,3,1,RJ,MG,Mandante,Engenhão,
2009.29.0281,10/10/2009,2009,29,Corinthians,Grêmio,2,1,SP,RS,Mandante,Pacaembu,
2009.29.0282,10/10/2009,2009,29,Flamengo,São Paulo,2,1,RJ,SP,Mandante,Maracanã,
2009.29.0283,10/10/2009,2009,29,Santo André,Fluminense,1,2,SP,RJ,Visitante,Bruno José Daniel,
2009.29.0284,10/10/2009,2009,29,Internacional,Athletico-PR,1,1,RS,PR,Empate,Beira-Rio,
2009.29.0285,10/10/2009,2009,29,Coritiba,Barueri,1,2,PR,SP,Visitante,Couto Pereira,
2009.29.0286,12/10/2009,2009,29,Santos,Vitória,0,0,SP,BA,Empate,Pacaembu,
2009.29.0287,12/10/2009,2009,29,Atlético-MG,Cruzeiro,0,1,MG,MG,Visitante,Mineirão,
2009.29.0288,12/10/2009,2009,29,Goiás,Sport,1,1,GO,PE,Empate,Serra Dourada,
2009.29.0289,12/10/2009,2009,29,Náutico,Palmeiras,3,0,PE,SP,Mandante,Aflitos,
2009.29.0290,12/10/2009,2009,29,Botafogo-RJ,Avaí,2,2,RJ,SC,Empate,Engenhão,
2009.30.0291,17/10/2009,2009,30,Barueri,Santos,0,0,SP,SP,Empate,Arena Barueri,
2009.30.0292,17/10/2009,2009,30,São Paulo,Atlético-MG,0,1,SP,MG,Visitante,Morumbi,
2009.30.0293,17/10/2009,2009,30,Avaí,Goiás,2,1,SC,GO,Mandante,Ressacada,
2009.30.0294,18/10/2009,2009,30,Sport,Corinthians,2,0,PE,SP,Mandante,Ilha do Retiro,
2009.30.0295,18/10/2009,2009,30,Grêmio,Coritiba,2,0,RS,PR,Mandante,Olímpico,
2009.30.0296,18/10/2009,2009,30,Fluminense,Internacional,2,2,RJ,RS,Empate,Maracanã,
2009.30.0297,18/10/2009,2009,30,Palmeiras,Flamengo,0,2,SP,RJ,Visitante,Palestra Itália,
2009.30.0298,18/10/2009,2009,30,Athletico-PR,Santo André,3,0,PR,SP,Mandante,Arena da Baixada,
2009.30.0299,18/10/2009,2009,30,Cruzeiro,Botafogo-RJ,1,0,MG,RJ,Mandante,Mineirão,
2009.30.0300,18/10/2009,2009,30,Vitória,Náutico,3,1,ES,PE,Mandante,Barradão,
2009.31.0301,21/10/2009,2009,31,Santo André,Palmeiras,2,0,SP,SP,Mandante,Bruno José Daniel,
2009.31.0302,24/10/2009,2009,31,Atlético-MG,Vitória,1,0,MG,BA,Mandante,Mineirão,
2009.31.0303,24/10/2009,2009,31,Náutico,Barueri,2,1,PE,SP,Mandante,Aflitos,
2009.31.0304,25/10/2009,2009,31,Santos,São Paulo,3,4,SP,SP,Visitante,Vila Belmiro,
2009.31.0305,25/10/2009,2009,31,Internacional,Grêmio,1,0,RS,RS,Mandante,Beira-Rio,
2009.31.0306,25/10/2009,2009,31,Coritiba,Athletico-PR,3,2,PR,PR,Mandante,Couto Pereira,
2009.31.0307,25/10/2009,2009,31,Goiás,Fluminense,2,2,GO,RJ,Empate,Serra Dourada,
2009.31.0308,25/10/2009,2009,31,Corinthians,Cruzeiro,0,1,SP,MG,Visitante,Pacaembu,
2009.31.0309,25/10/2009,2009,31,Avaí,Sport,2,2,SC,PE,Empate,Ressacada,
2009.31.0310,25/10/2009,2009,31,Botafogo-RJ,Flamengo,0,1,RJ,RJ,Visitante,Engenhão,
2009.32.0311,28/10/2009,2009,32,Athletico-PR,Santos,1,1,PR,SP,Empate,Arena da Baixada,
2009.32.0312,28/10/2009,2009,32,Botafogo-RJ,Náutico,1,0,RJ,PE,Mandante,Engenhão,
2009.32.0313,28/10/2009,2009,32,Cruzeiro,Santo André,3,2,MG,SP,Mandante,Mineirão,
2009.32.0314,28/10/2009,2009,32,Grêmio,Avaí,3,1,RS,SC,Mandante,Olímpico,
2009.32.0315,28/10/2009,2009,32,Vitória,Corinthians,0,1,ES,SP,Visitante,Barradão,
2009.32.0316,28/10/2009,2009,32,Barueri,Flamengo,2,0,SP,RJ,Mandante,Arena Barueri,
2009.32.0317,28/10/2009,2009,32,São Paulo,Internacional,1,0,SP,RS,Mandante,Morumbi,
2009.32.0318,29/10/2009,2009,32,Sport,Coritiba,1,1,PE,PR,Empate,Ilha do Retiro,
2009.32.0319,29/10/2009,2009,32,Fluminense,Atlético-MG,2,1,RJ,MG,Mandante,Maracanã,
2009.32.0320,29/10/2009,2009,32,Palmeiras,Goiás,4,0,SP,GO,Mandante,Palestra Itália,
2009.33.0321,31/10/2009,2009,33,Flamengo,Santos,1,0,RJ,SP,Mandante,Maracanã,
2009.33.0322,31/10/2009,2009,33,Avaí,Athletico-PR,2,0,SC,PR,Mandante,Ressacada,
2009.33.0323,31/10/2009,2009,33,São Paulo,Barueri,1,0,SP,SP,Mandante,Morumbi,
2009.33.0324,01/11/2009,2009,33,Palmeiras,Corinthians,2,2,SP,SP,Empate,Eduardo José Farah,
2009.33.0325,01/11/2009,2009,33,Internacional,Botafogo-RJ,0,1,RS,RJ,Visitante,Beira-Rio,
2009.33.0326,01/11/2009,2009,33,Coritiba,Vitória,1,0,PR,BA,Mandante,Couto Pereira,
2009.33.0327,01/11/2009,2009,33,Goiás,Atlético-MG,2,3,GO,MG,Visitante,Serra Dourada,
2009.33.0328,01/11/2009,2009,33,Cruzeiro,Fluminense,2,3,MG,RJ,Visitante,Mineirão,
2009.33.0329,01/11/2009,2009,33,Santo André,Grêmio,2,0,SP,RS,Mandante,Bruno José Daniel,
2009.33.0330,01/11/2009,2009,33,Náutico,Sport,3,2,PE,PE,Mandante,Aflitos,
2009.34.0331,04/11/2009,2009,34,Grêmio,São Paulo,1,1,RS,SP,Empate,Olímpico,
2009.34.0332,07/11/2009,2009,34,Vitória,Avaí,0,1,ES,SC,Visitante,Barradão,
2009.34.0333,07/11/2009,2009,34,Sport,Cruzeiro,2,3,PE,MG,Visitante,Ilha do Retiro,
2009.34.0334,07/11/2009,2009,34,Santos,Náutico,3,1,SP,PE,Mandante,Pacaembu,
2009.34.0335,08/11/2009,2009,34,Fluminense,Palmeiras,1,0,RJ,SP,Mandante,Maracanã,
2009.34.0336,08/11/2009,2009,34,Atlético-MG,Flamengo,1,3,MG,RJ,Visitante,Mineirão,
2009.34.0337,08/11/2009,2009,34,Corinthians,Santo André,2,0,SP,SP,Mandante,Pacaembu,
2009.34.0338,08/11/2009,2009,34,Barueri,Internacional,1,1,SP,RS,Empate,Arena Barueri,
2009.34.0339,08/11/2009,2009,34,Botafogo-RJ,Coritiba,2,0,RJ,PR,Mandante,Engenhão,
2009.34.0340,08/11/2009,2009,34,Athletico-PR,Goiás,2,0,PR,GO,Mandante,Arena da Baixada,
2009.35.0341,11/11/2009,2009,35,Palmeiras,Sport,2,2,SP,PE,Empate,Palestra Itália,
2009.35.0342,14/11/2009,2009,35,Cruzeiro,Grêmio,1,1,MG,RS,Empate,Mineirão,
2009.35.0343,14/11/2009,2009,35,São Paulo,Vitória,2,0,SP,BA,Mandante,Morumbi,
2009.35.0344,14/11/2009,2009,35,Coritiba,Atlético-MG,2,1,PR,MG,Mandante,Couto Pereira,
2009.35.0345,15/11/2009,2009,35,Náutico,Flamengo,0,2,PE,RJ,Visitante,Aflitos,
2009.35.0346,15/11/2009,2009,35,Avaí,Corinthians,3,1,SC,SP,Mandante,Ressacada,
2009.35.0347,15/11/2009,2009,35,Barueri,Botafogo-RJ,3,0,SP,RJ,Mandante,Arena Barueri,
2009.35.0348,15/11/2009,2009,35,Fluminense,Athletico-PR,2,1,RJ,PR,Mandante,Maracanã,
2009.35.0349,15/11/2009,2009,35,Goiás,Santo André,3,1,GO,SP,Mandante,Serra Dourada,
2009.35.0350,15/11/2009,2009,35,Internacional,Santos,3,1,RS,SP,Mandante,Beira-Rio,
2009.36.0351,18/11/2009,2009,36,Grêmio,Palmeiras,2,0,RS,SP,Mandante,Olímpico,
2009.36.0352,21/11/2009,2009,36,Corinthians,Náutico,2,3,SP,PE,Visitante,Pacaembu,
2009.36.0353,21/11/2009,2009,36,Athletico-PR,Cruzeiro,1,1,PR,MG,Empate,Arena da Baixada,
2009.36.0354,22/11/2009,2009,36,Botafogo-RJ,São Paulo,3,2,RJ,SP,Mandante,Engenhão,
2009.36.0355,22/11/2009,2009,36,Sport,Fluminense,0,3,PE,RJ,Visitante,Ilha do Retiro,
